,club_name,club_api_id,player_name,age,age_range,position,club_involved_name,fee,transfer_movement,fee_cleaned_millions,league_name,year,season
0,PSV Eindhoven,8640,Danny Koevermans,28.0,23-29,Forward,AZ Alkmaar,£6.21m,in,6.21,Eredivisie,2007,2007/2008
1,PSV Eindhoven,8640,Danko Lazovic,24.0,23-29,Forward,Vitesse,£5.40m,in,5.4,Eredivisie,2007,2007/2008
2,PSV Eindhoven,8640,Balázs Dzsudzsák,21.0,15-22,Forward,Debrecen,£2.25m,in,2.25,Eredivisie,2007,2007/2008
3,PSV Eindhoven,8640,Cássio,20.0,15-22,Defender,Grêmio,£900k,in,0.9,Eredivisie,2007,2007/2008
4,PSV Eindhoven,8640,Kenneth Pérez,32.0,30+,Forward,Ajax,£900k,in,0.9,Eredivisie,2007,2007/2008
5,PSV Eindhoven,8640,Tom van der Leegte,30.0,30+,Midfielder,VfL Wolfsburg,£450k,in,0.45,Eredivisie,2007,2007/2008
6,PSV Eindhoven,8640,Mike Zonneveld,26.0,23-29,Defender,NAC Breda,£405k,in,0.405,Eredivisie,2007,2007/2008
7,PSV Eindhoven,8640,Slobodan Rajkovic,18.0,15-22,Defender,Chelsea,Loan fee:£225k,in,0.225,Eredivisie,2007,2007/2008
8,PSV Eindhoven,8640,Bas Roorda,34.0,30+,Defender,FC Groningen,Free Transfer,in,0.0,Eredivisie,2007,2007/2008
9,PSV Eindhoven,8640,Jonathan Reis,18.0,15-22,Forward,Atlético-MG B,Free Transfer,in,0.0,Eredivisie,2007,2007/2008
10,PSV Eindhoven,8640,Fágner,18.0,15-22,Defender,EC Vitória,"End of loanJun 30, 2007",in,0.0,Eredivisie,2007,2007/2008
11,PSV Eindhoven,8640,Juan Carlos Carrizo,20.0,15-22,Forward,Elche CF,"End of loanJun 30, 2007",in,0.0,Eredivisie,2007,2007/2008
12,PSV Eindhoven,8640,Ismail Aissati,18.0,15-22,Midfielder,FC Twente,"End of loanJun 30, 2007",in,0.0,Eredivisie,2007,2007/2008
13,PSV Eindhoven,8640,Robert,26.0,23-29,Forward,Real Betis,"End of loanJun 30, 2007",in,0.0,Eredivisie,2007,2007/2008
14,PSV Eindhoven,8640,Otman Bakkal,22.0,15-22,Midfielder,FC Twente,"End of loanJun 30, 2007",in,0.0,Eredivisie,2007,2007/2008
15,PSV Eindhoven,8640,Roy Beerens,19.0,15-22,Forward,NEC Nijmegen,"End of loanJun 30, 2007",in,0.0,Eredivisie,2007,2007/2008
16,PSV Eindhoven,8640,DaMarcus Beasley,25.0,23-29,Defender,Man City,"End of loanJun 30, 2007",in,0.0,Eredivisie,2007,2007/2008
17,Ajax Amsterdam,8593,Albert Luque,29.0,23-29,Forward,Newcastle,£7.20m,in,7.2,Eredivisie,2007,2007/2008
18,Ajax Amsterdam,8593,Luis Suárez,20.0,15-22,Forward,FC Groningen,£6.75m,in,6.75,Eredivisie,2007,2007/2008
19,Ajax Amsterdam,8593,Bruno Silva,27.0,23-29,Defender,FC Groningen,£3.38m,in,3.38,Eredivisie,2007,2007/2008
20,Ajax Amsterdam,8593,Rasmus Lindgren,23.0,23-29,Midfielder,FC Groningen,£2.25m,in,2.25,Eredivisie,2007,2007/2008
21,Ajax Amsterdam,8593,Kenneth Pérez,33.0,30+,Forward,PSV Eindhoven,£1.62m,in,1.62,Eredivisie,2007,2007/2008
22,Ajax Amsterdam,8593,Kennedy,26.0,23-29,Midfielder,FC Twente,£1.17m,in,1.17,Eredivisie,2007,2007/2008
23,Ajax Amsterdam,8593,Dennis Rommedahl,28.0,23-29,Forward,Charlton,£918k,in,0.9179999999999999,Eredivisie,2007,2007/2008
24,Ajax Amsterdam,8593,Jürgen Colin,26.0,23-29,Defender,Norwich,£135k,in,0.135,Eredivisie,2007,2007/2008
25,Ajax Amsterdam,8593,Laurent Delorge,27.0,23-29,Midfielder,ADO Den Haag,Free Transfer,in,0.0,Eredivisie,2007,2007/2008
26,Ajax Amsterdam,8593,Ismael Urzaiz,35.0,30+,Forward,Athletic,Free Transfer,in,0.0,Eredivisie,2007,2007/2008
27,Ajax Amsterdam,8593,Samuel Kuffour,31.0,30+,Defender,AS Roma,Free Transfer,in,0.0,Eredivisie,2007,2007/2008
28,Ajax Amsterdam,8593,Erik Heijblok,30.0,30+,Defender,Haarlem,Free Transfer,in,0.0,Eredivisie,2007,2007/2008
29,Ajax Amsterdam,8593,Siem de Jong,18.0,15-22,Midfielder,Ajax U19,-,in,0.0,Eredivisie,2007,2007/2008
30,Ajax Amsterdam,8593,Jan-Arie van der Heijden,19.0,15-22,Defender,Ajax U21,-,in,0.0,Eredivisie,2007,2007/2008
31,Ajax Amsterdam,8593,Emmanuel Boakye,22.0,15-22,Defender,Heracles Almelo,"End of loanJun 30, 2007",in,0.0,Eredivisie,2007,2007/2008
32,Ajax Amsterdam,8593,Michael Krohn-Dehli,24.0,23-29,Midfielder,Sparta R.,"End of loanJun 30, 2007",in,0.0,Eredivisie,2007,2007/2008
33,Ajax Amsterdam,8593,Jan Vertonghen,20.0,15-22,Defender,RKC Waalwijk,"End of loanJun 30, 2007",in,0.0,Eredivisie,2007,2007/2008
34,Ajax Amsterdam,8593,Robbert Schilder,21.0,15-22,Defender,Heracles Almelo,"End of loanJun 30, 2007",in,0.0,Eredivisie,2007,2007/2008
35,Ajax Amsterdam,8593,Derk Boerrigter,20.0,15-22,Forward,Haarlem,"End of loanJun 30, 2007",in,0.0,Eredivisie,2007,2007/2008
36,AZ Alkmaar,10229,Mounir El Hamdaoui,23.0,23-29,Forward,Willem II,£6.30m,in,6.3,Eredivisie,2007,2007/2008
37,AZ Alkmaar,10229,Graziano Pellè,21.0,15-22,Forward,Lecce,£5.40m,in,5.4,Eredivisie,2007,2007/2008
38,AZ Alkmaar,10229,Ari,21.0,15-22,Forward,Kalmar FF,£4.50m,in,4.5,Eredivisie,2007,2007/2008
39,AZ Alkmaar,10229,Héctor Moreno,19.0,15-22,Defender,UNAM Pumas,£3.60m,in,3.6,Eredivisie,2007,2007/2008
40,AZ Alkmaar,10229,Simon Poulsen,23.0,23-29,Defender,FC Midtjylland,£3.24m,in,3.24,Eredivisie,2007,2007/2008
41,AZ Alkmaar,10229,Boy Waterman,23.0,23-29,Defender,Heerenveen,£2.70m,in,2.7,Eredivisie,2007,2007/2008
42,AZ Alkmaar,10229,Sébastien Pocognoli,19.0,15-22,Defender,KRC Genk,£2.48m,in,2.48,Eredivisie,2007,2007/2008
43,AZ Alkmaar,10229,Milano Koenders,20.0,15-22,Defender,RKC Waalwijk,£2.03m,in,2.03,Eredivisie,2007,2007/2008
44,AZ Alkmaar,10229,Sergio Romero,20.0,15-22,Defender,Racing Club,£1.31m,in,1.31,Eredivisie,2007,2007/2008
45,AZ Alkmaar,10229,Kiki Musampa,29.0,23-29,Forward,Trabzonspor,Free Transfer,in,0.0,Eredivisie,2007,2007/2008
46,AZ Alkmaar,10229,Marko Vejinović,17.0,15-22,Midfielder,AZ Alkmaar U17,-,in,0.0,Eredivisie,2007,2007/2008
47,AZ Alkmaar,10229,Kemy Agustien,20.0,15-22,Midfielder,Roda JC,"End of loanJun 30, 2007",in,0.0,Eredivisie,2007,2007/2008
48,AZ Alkmaar,10229,Theo Zwarthoed,24.0,23-29,Defender,Excelsior,"End of loanJun 30, 2007",in,0.0,Eredivisie,2007,2007/2008
49,AZ Alkmaar,10229,Haris Medunjanin,22.0,15-22,Midfielder,Sparta R.,"End of loanJun 30, 2007",in,0.0,Eredivisie,2007,2007/2008
50,AZ Alkmaar,10229,Danny Mathijssen,24.0,23-29,Midfielder,NAC Breda,"End of loanJun 30, 2007",in,0.0,Eredivisie,2007,2007/2008
51,AZ Alkmaar,10229,Miel Mans,26.0,23-29,Midfielder,MVV Maastricht,"End of loanJun 30, 2004",in,0.0,Eredivisie,2007,2007/2008
52,AZ Alkmaar,10229,Pius Ikedia,26.0,23-29,Forward,RKC Waalwijk,"End of loanJun 30, 2007",in,0.0,Eredivisie,2007,2007/2008
53,AZ Alkmaar,10229,Tom Zoontjes,22.0,15-22,Defender,Stormvogels,"End of loanJun 30, 2007",in,0.0,Eredivisie,2007,2007/2008
54,FC Twente Enschede,8611,Eljero Elia,20.0,15-22,Forward,ADO Den Haag,£180k,in,0.18,Eredivisie,2007,2007/2008
55,FC Twente Enschede,8611,Youssouf Hersi,25.0,23-29,Forward,Vitesse,Free Transfer,in,0.0,Eredivisie,2007,2007/2008
56,FC Twente Enschede,8611,Nikolay Mihaylov,19.0,15-22,Defender,Liverpool,Loan,in,0.0,Eredivisie,2007,2007/2008
57,FC Twente Enschede,8611,Romano Denneboom,26.0,23-29,Forward,NEC Nijmegen,Free Transfer,in,0.0,Eredivisie,2007,2007/2008
58,FC Twente Enschede,8611,Alfred Schreuder,34.0,30+,Midfielder,Feyenoord,?,in,0.0,Eredivisie,2007,2007/2008
59,FC Twente Enschede,8611,Stein Huysegems,25.0,23-29,Forward,Feyenoord,?,in,0.5894117647058824,Eredivisie,2007,2007/2008
60,FC Twente Enschede,8611,Bjarni Vidarsson,19.0,15-22,Midfielder,Everton U21,Loan,in,0.0,Eredivisie,2007,2007/2008
61,FC Twente Enschede,8611,Ibrahim Maaroufi,18.0,15-22,Midfielder,Inter,Loan,in,0.0,Eredivisie,2007,2007/2008
62,FC Twente Enschede,8611,Douglas,19.0,15-22,Defender,Joinville-SC,?,in,0.3744827586206896,Eredivisie,2007,2007/2008
63,FC Twente Enschede,8611,Jules Reimerink,17.0,15-22,Forward,FC Twente U19,-,in,0.0,Eredivisie,2007,2007/2008
64,FC Twente Enschede,8611,Wout Droste,18.0,15-22,Defender,FC Twente U19,-,in,0.0,Eredivisie,2007,2007/2008
65,FC Twente Enschede,8611,Raymond Fafiani,23.0,23-29,Midfielder,Stormvogels,"End of loanJun 30, 2007",in,0.0,Eredivisie,2007,2007/2008
66,FC Twente Enschede,8611,Konstantinos Louboutis,28.0,23-29,Defender,ADO Den Haag,"End of loanJun 30, 2007",in,0.0,Eredivisie,2007,2007/2008
67,SC Heerenveen,10228,Radoslaw Matusiak,25.0,23-29,Forward,US Palermo,£2.43m,in,2.43,Eredivisie,2007,2007/2008
68,SC Heerenveen,10228,Michal Svec,20.0,15-22,Defender,Slavia Prag,£2.21m,in,2.21,Eredivisie,2007,2007/2008
69,SC Heerenveen,10228,Christian Grindheim,24.0,23-29,Midfielder,Vålerenga,£1.98m,in,1.98,Eredivisie,2007,2007/2008
70,SC Heerenveen,10228,Kristian Bach Bak,24.0,23-29,Defender,FC Midtjylland,£1.35m,in,1.35,Eredivisie,2007,2007/2008
71,SC Heerenveen,10228,Harmen Kuperus,30.0,30+,Defender,FC Zwolle,Loan,in,0.0,Eredivisie,2007,2007/2008
72,SC Heerenveen,10228,Niek Loohuis,21.0,15-22,Defender,Veendam,Free Transfer,in,0.0,Eredivisie,2007,2007/2008
73,SC Heerenveen,10228,Gerald Sibon,33.0,30+,Forward,1.FC Nuremberg,Free Transfer,in,0.0,Eredivisie,2007,2007/2008
74,SC Heerenveen,10228,Paulo Henrique,18.0,15-22,Forward,Atlético-MG,Free Transfer,in,0.0,Eredivisie,2007,2007/2008
75,SC Heerenveen,10228,Roy Beerens,19.0,15-22,Forward,PSV Eindhoven,?,in,0.1665929203539823,Eredivisie,2007,2007/2008
76,SC Heerenveen,10228,Mark Bloemendaal,19.0,15-22,Midfielder,De Graafschap,Loan,in,0.0,Eredivisie,2007,2007/2008
77,SC Heerenveen,10228,Robin Huisman de Jong,19.0,15-22,Defender,Heerenveen U19,-,in,0.0,Eredivisie,2007,2007/2008
78,SC Heerenveen,10228,Age Hains Boersma,25.0,23-29,Forward,Veendam,"End of loanDec 1, 2007",in,0.0,Eredivisie,2007,2007/2008
79,SC Heerenveen,10228,Arnór Smárason,19.0,15-22,Forward,Heerenveen U19,-,in,0.0,Eredivisie,2007,2007/2008
80,SC Heerenveen,10228,Tom Siwe,20.0,15-22,Defender,Heerenveen U21,-,in,0.0,Eredivisie,2007,2007/2008
81,SC Heerenveen,10228,Agil Etemadi,20.0,15-22,Defender,Heerenveen U21,-,in,0.0,Eredivisie,2007,2007/2008
82,SC Heerenveen,10228,Christoph Mattes,19.0,15-22,Midfielder,Heerenveen U19,-,in,0.0,Eredivisie,2007,2007/2008
83,SC Heerenveen,10228,Geert Arend Roorda,19.0,15-22,Midfielder,Heerenveen U19,-,in,0.0,Eredivisie,2007,2007/2008
84,SC Heerenveen,10228,Cecilio Lopes,29.0,23-29,Forward,Sparta R.,"End of loanJun 30, 2007",in,0.0,Eredivisie,2007,2007/2008
85,SC Heerenveen,10228,Boy Waterman,23.0,23-29,Defender,AZ Alkmaar,"End of loanJun 30, 2007",in,0.0,Eredivisie,2007,2007/2008
86,SC Heerenveen,10228,Reza Ghoochannejhad,19.0,15-22,Forward,Go Ahead Eagles,"End of loanJun 30, 2007",in,0.0,Eredivisie,2007,2007/2008
87,SC Heerenveen,10228,Rob Friend,26.0,23-29,Forward,Heracles Almelo,"End of loanJun 30, 2007",in,0.0,Eredivisie,2007,2007/2008
88,SC Heerenveen,10228,Henrico Drost,20.0,15-22,Defender,Excelsior,"End of loanJun 30, 2007",in,0.0,Eredivisie,2007,2007/2008
89,Roda JC Kerkrade,9803,Anouar Hadouir,24.0,23-29,Midfielder,Willem II,£630k,in,0.63,Eredivisie,2007,2007/2008
90,Roda JC Kerkrade,9803,Willem Janssen,20.0,15-22,Defender,VVV-Venlo,£207k,in,0.207,Eredivisie,2007,2007/2008
91,Roda JC Kerkrade,9803,Nuelson Wau,27.0,23-29,Defender,Willem II,Free Transfer,in,0.0,Eredivisie,2007,2007/2008
92,Roda JC Kerkrade,9803,Przemyslaw Tyton,20.0,15-22,Defender,Gornik Leczna,Free Transfer,in,0.0,Eredivisie,2007,2007/2008
93,Roda JC Kerkrade,9803,Frank van Kouwen,26.0,23-29,Defender,VVV-Venlo,Free Transfer,in,0.0,Eredivisie,2007,2007/2008
94,Roda JC Kerkrade,9803,Cliff Mardulier,24.0,23-29,Defender,KFC Schoten SK,Free Transfer,in,0.0,Eredivisie,2007,2007/2008
95,Roda JC Kerkrade,9803,Jeanvion Yulu-Matondo,21.0,15-22,Forward,Club Brugge,?,in,0.012120689655172413,Eredivisie,2007,2007/2008
96,Roda JC Kerkrade,9803,Cheik Tioté,21.0,15-22,Midfielder,RSC Anderlecht,Loan,in,0.0,Eredivisie,2007,2007/2008
97,Roda JC Kerkrade,9803,Fatih Sonkaya,26.0,23-29,Forward,FC Porto,Loan,in,0.0,Eredivisie,2007,2007/2008
98,Roda JC Kerkrade,9803,Roland Lamah,19.0,15-22,Forward,RSC Anderlecht,Loan,in,0.0,Eredivisie,2007,2007/2008
99,Roda JC Kerkrade,9803,Roy Bejas,20.0,15-22,Defender,Roda JC U19,-,in,0.0,Eredivisie,2007,2007/2008
100,Roda JC Kerkrade,9803,Aziz Moutawakil,23.0,23-29,Midfielder,MVV Maastricht,"End of loanJun 30, 2007",in,0.0,Eredivisie,2007,2007/2008
101,Roda JC Kerkrade,9803,Charlie van den Ouweland,25.0,23-29,Midfielder,FC Dordrecht,"End of loanJun 30, 2007",in,0.0,Eredivisie,2007,2007/2008
102,Feyenoord Rotterdam,10235,Roy Makaay,32.0,30+,Forward,Bayern Munich,£4.50m,in,4.5,Eredivisie,2007,2007/2008
103,Feyenoord Rotterdam,10235,Tim de Cler,28.0,23-29,Defender,AZ Alkmaar,£2.52m,in,2.52,Eredivisie,2007,2007/2008
104,Feyenoord Rotterdam,10235,Kevin Hofland,28.0,23-29,Defender,VfL Wolfsburg,£2.34m,in,2.34,Eredivisie,2007,2007/2008
105,Feyenoord Rotterdam,10235,Chun-soo Lee,26.0,23-29,Forward,Ulsan,£1.80m,in,1.8,Eredivisie,2007,2007/2008
106,Feyenoord Rotterdam,10235,Denny Landzaat,31.0,30+,Midfielder,Wigan,£1.35m,in,1.35,Eredivisie,2007,2007/2008
107,Feyenoord Rotterdam,10235,Nuri Sahin,18.0,15-22,Midfielder,Bor. Dortmund,Loan fee:£90k,in,0.09,Eredivisie,2007,2007/2008
108,Feyenoord Rotterdam,10235,Andwelé Slory,24.0,23-29,Forward,Excelsior,Free Transfer,in,0.0,Eredivisie,2007,2007/2008
109,Feyenoord Rotterdam,10235,Michael Mols,36.0,30+,Forward,ADO Den Haag,Free Transfer,in,0.0,Eredivisie,2007,2007/2008
110,Feyenoord Rotterdam,10235,Giovanni van Bronckhorst,32.0,30+,Defender,FC Barcelona,Free Transfer,in,0.0,Eredivisie,2007,2007/2008
111,Feyenoord Rotterdam,10235,Michael Jansen,23.0,23-29,Defender,Vitesse,Free Transfer,in,0.0,Eredivisie,2007,2007/2008
112,Feyenoord Rotterdam,10235,Luigi Bruins,20.0,15-22,Forward,Excelsior,?,in,0.08249999999999999,Eredivisie,2007,2007/2008
113,Feyenoord Rotterdam,10235,Jordy Buijs,18.0,15-22,Defender,Feyenoord U19,-,in,0.0,Eredivisie,2007,2007/2008
114,Feyenoord Rotterdam,10235,Erwin Mulder,18.0,15-22,Defender,Feyenoord U19,-,in,0.0,Eredivisie,2007,2007/2008
115,Feyenoord Rotterdam,10235,Georginio Wijnaldum,16.0,15-22,Midfielder,Feyenoord U19,-,in,0.0,Eredivisie,2007,2007/2008
116,Feyenoord Rotterdam,10235,Leroy Fer,18.0,15-22,Midfielder,Feyenoord U19,-,in,0.0,Eredivisie,2007,2007/2008
117,Feyenoord Rotterdam,10235,Diego Biseswar,19.0,15-22,Forward,Heracles Almelo,"End of loanJun 30, 2007",in,0.0,Eredivisie,2007,2007/2008
118,Feyenoord Rotterdam,10235,Maikel Aerts,31.0,30+,Defender,Willem II,"End of loanJun 30, 2007",in,0.0,Eredivisie,2007,2007/2008
119,Feyenoord Rotterdam,10235,Ali Boussaboun,28.0,23-29,Forward,FC Utrecht,"End of loanJun 30, 2007",in,0.0,Eredivisie,2007,2007/2008
120,Feyenoord Rotterdam,10235,Pascal Bosschaart,27.0,23-29,Defender,ADO Den Haag,"End of loanJun 30, 2007",in,0.0,Eredivisie,2007,2007/2008
121,Feyenoord Rotterdam,10235,Christian Gyan,28.0,23-29,Defender,Excelsior,"End of loanJun 30, 2007",in,0.0,Eredivisie,2007,2007/2008
122,FC Groningen,8674,Marcus Berg,20.0,15-22,Forward,IFK Göteborg,£3.60m,in,3.6,Eredivisie,2007,2007/2008
123,FC Groningen,8674,Tim Matavz,18.0,15-22,Forward,ND Gorica,£990k,in,0.99,Eredivisie,2007,2007/2008
124,FC Groningen,8674,Fredrik Stenman,24.0,23-29,Defender,Bay. Leverkusen,£720k,in,0.72,Eredivisie,2007,2007/2008
125,FC Groningen,8674,Berry Powel,27.0,23-29,Forward,De Graafschap,£540k,in,0.54,Eredivisie,2007,2007/2008
126,FC Groningen,8674,Sepp De Roover,23.0,23-29,Defender,Sparta R.,£540k,in,0.54,Eredivisie,2007,2007/2008
127,FC Groningen,8674,Luciano,27.0,23-29,Defender,Germinal Beersch,£360k,in,0.36,Eredivisie,2007,2007/2008
128,FC Groningen,8674,Matías Cahais,20.0,15-22,Defender,Boca Juniors,Loan,in,0.0,Eredivisie,2007,2007/2008
129,FC Groningen,8674,Anco Jansen,18.0,15-22,Forward,FC Zwolle,Loan,in,0.0,Eredivisie,2007,2007/2008
130,FC Groningen,8674,Stef Nijland,18.0,15-22,Midfielder,Groningen U19,-,in,0.0,Eredivisie,2007,2007/2008
131,FC Groningen,8674,Tom Hiariej,19.0,15-22,Midfielder,Groningen U19,-,in,0.0,Eredivisie,2007,2007/2008
132,FC Groningen,8674,Danny Holla,20.0,15-22,Midfielder,FC Zwolle,"End of loanDec 31, 2007",in,0.0,Eredivisie,2007,2007/2008
133,FC Groningen,8674,Shkodran Metaj,19.0,15-22,Midfielder,Groningen U19,-,in,0.0,Eredivisie,2007,2007/2008
134,FC Groningen,8674,Serdar Öztürk,19.0,15-22,Forward,Groningen U19,-,in,0.0,Eredivisie,2007,2007/2008
135,FC Groningen,8674,Martijn van der Laan,19.0,15-22,Defender,Groningen U19,-,in,0.0,Eredivisie,2007,2007/2008
136,FC Groningen,8674,Jeroen Veldmate,18.0,15-22,Defender,Groningen U19,-,in,0.0,Eredivisie,2007,2007/2008
137,FC Groningen,8674,Sander Rozema,20.0,15-22,Midfielder,FC Groning. U21,-,in,0.0,Eredivisie,2007,2007/2008
138,FC Utrecht,9908,Kevin Vandenbergh,24.0,23-29,Forward,KRC Genk,£1.44m,in,1.44,Eredivisie,2007,2007/2008
139,FC Utrecht,9908,Mustapha El Aamrani,21.0,15-22,Forward,Stormvogels,Free Transfer,in,0.0,Eredivisie,2007,2007/2008
140,FC Utrecht,9908,Mike van der Kooy,18.0,15-22,Defender,FC Utrecht U19,-,in,0.0,Eredivisie,2007,2007/2008
141,FC Utrecht,9908,Wesley de Ruiter,21.0,15-22,Defender,Utrecht U21,-,in,0.0,Eredivisie,2007,2007/2008
142,FC Utrecht,9908,Jahrizinho Valentijn,23.0,23-29,Defender,Utrecht U21,-,in,0.0,Eredivisie,2007,2007/2008
143,FC Utrecht,9908,Nick Kuipers,18.0,15-22,Defender,Utrecht U21,-,in,0.0,Eredivisie,2007,2007/2008
144,FC Utrecht,9908,Gregory Schaken,18.0,15-22,Forward,FC Utrecht U19,-,in,0.0,Eredivisie,2007,2007/2008
145,FC Utrecht,9908,Adnan Alisic,23.0,23-29,Midfielder,FC Dordrecht,"End of loanJun 30, 2007",in,0.0,Eredivisie,2007,2007/2008
146,FC Utrecht,9908,Leen van Steensel,23.0,23-29,Defender,Carl Zeiss Jena,"End of loanJun 30, 2007",in,0.0,Eredivisie,2007,2007/2008
147,FC Utrecht,9908,Joost Terol,27.0,23-29,Defender,Sparta R.,"End of loanJun 30, 2007",in,0.0,Eredivisie,2007,2007/2008
148,FC Utrecht,9908,Samir El Gaaouiri,23.0,23-29,Forward,Haarlem,"End of loanJun 30, 2007",in,0.0,Eredivisie,2007,2007/2008
149,NEC Nijmegen,8464,Dani Fernández,24.0,23-29,Defender,Metalurh D.,Loan,in,0.0,Eredivisie,2007,2007/2008
150,NEC Nijmegen,8464,Mark van den Boogaart,21.0,15-22,Midfielder,Sevilla Atl.,Free Transfer,in,0.0,Eredivisie,2007,2007/2008
151,NEC Nijmegen,8464,Ádám Hrepka,20.0,15-22,Forward,MTK Budapest,Loan,in,0.0,Eredivisie,2007,2007/2008
152,NEC Nijmegen,8464,Rein Baart,35.0,30+,Defender,VVV-Venlo,Free Transfer,in,0.0,Eredivisie,2007,2007/2008
153,NEC Nijmegen,8464,Tim Janssen,21.0,15-22,Forward,RKC Waalwijk,?,in,0.022289156626506032,Eredivisie,2007,2007/2008
154,NEC Nijmegen,8464,Kevin Bobson,27.0,23-29,Forward,Willem II,Loan,in,0.0,Eredivisie,2007,2007/2008
155,NEC Nijmegen,8464,Jhonny van Beukering,23.0,23-29,Forward,De Graafschap,?,in,0.05704081632653061,Eredivisie,2007,2007/2008
156,NEC Nijmegen,8464,Mark Otten,21.0,15-22,Defender,Feyenoord,?,in,0.022289156626506032,Eredivisie,2007,2007/2008
157,NEC Nijmegen,8464,Jeroen Drost,20.0,15-22,Defender,Heerenveen,Loan,in,0.0,Eredivisie,2007,2007/2008
158,NEC Nijmegen,8464,Jeremain Lens,19.0,15-22,Forward,AZ Alkmaar,Loan,in,0.0,Eredivisie,2007,2007/2008
159,NEC Nijmegen,8464,Krisztián Vadócz,22.0,15-22,Midfielder,AJ Auxerre,?,in,0.022289156626506032,Eredivisie,2007,2007/2008
160,NEC Nijmegen,8464,Bas Sibum,25.0,23-29,Midfielder,Roda JC,?,in,0.05704081632653061,Eredivisie,2007,2007/2008
161,NEC Nijmegen,8464,Karim Fachtali,19.0,15-22,Forward,NEC/TOP Oss U19,-,in,0.0,Eredivisie,2007,2007/2008
162,NEC Nijmegen,8464,Naïm Aarab,19.0,15-22,Defender,NEC U21,-,in,0.0,Eredivisie,2007,2007/2008
163,NEC Nijmegen,8464,Bob Verweij,21.0,15-22,Forward,NEC U21,-,in,0.0,Eredivisie,2007,2007/2008
164,NEC Nijmegen,8464,Bart van Brakel,20.0,15-22,Midfielder,NEC U21,-,in,0.0,Eredivisie,2007,2007/2008
165,NEC Nijmegen,8464,Guillano Grot,24.0,23-29,Forward,Excelsior,"End of loanJun 30, 2007",in,0.0,Eredivisie,2007,2007/2008
166,NEC Nijmegen,8464,Saïd Boutahar,24.0,23-29,Midfielder,Willem II,"End of loanJun 30, 2007",in,0.0,Eredivisie,2007,2007/2008
167,NEC Nijmegen,8464,Alexander Prent,24.0,23-29,Forward,TOP Oss,"End of loanJun 30, 2007",in,0.0,Eredivisie,2007,2007/2008
168,NAC Breda,9761,Tim Gilissen,25.0,23-29,Midfielder,Go Ahead Eagles,£360k,in,0.36,Eredivisie,2007,2007/2008
169,NAC Breda,9761,Matthew Amoah,26.0,23-29,Forward,Bor. Dortmund,£162k,in,0.162,Eredivisie,2007,2007/2008
170,NAC Breda,9761,Tyrone Loran,26.0,23-29,Defender,RBC Roosendaal,Free Transfer,in,0.0,Eredivisie,2007,2007/2008
171,NAC Breda,9761,Jelle ten Rouwelaar,26.0,23-29,Defender,Austria Vienna,Free Transfer,in,0.0,Eredivisie,2007,2007/2008
172,NAC Breda,9761,Csaba Fehér,31.0,30+,Midfielder,PSV Eindhoven,Free Transfer,in,0.0,Eredivisie,2007,2007/2008
173,NAC Breda,9761,Ahmed Ammi,26.0,23-29,Defender,VVV-Venlo,Free Transfer,in,0.0,Eredivisie,2007,2007/2008
174,NAC Breda,9761,Joonas Kolkka,32.0,30+,Forward,Feyenoord,Free Transfer,in,0.0,Eredivisie,2007,2007/2008
175,NAC Breda,9761,Rogier Molhoek,26.0,23-29,Midfielder,AZ Alkmaar,Loan,in,0.0,Eredivisie,2007,2007/2008
176,NAC Breda,9761,Donny Gorter,19.0,15-22,Midfielder,PSV U21,Loan,in,0.0,Eredivisie,2007,2007/2008
177,NAC Breda,9761,Anthony Lurling,30.0,30+,Midfielder,1. FC Köln,?,in,0.0,Eredivisie,2007,2007/2008
178,NAC Breda,9761,Ali Benomar,19.0,15-22,Midfielder,NAC Breda U19,-,in,0.0,Eredivisie,2007,2007/2008
179,NAC Breda,9761,Michiel Kramer,18.0,15-22,Forward,NAC Breda U19,-,in,0.0,Eredivisie,2007,2007/2008
180,NAC Breda,9761,Andro Franca,19.0,15-22,Forward,NAC Breda U21,-,in,0.0,Eredivisie,2007,2007/2008
181,NAC Breda,9761,Johan Jansen,18.0,15-22,Defender,NAC Breda U19,-,in,0.0,Eredivisie,2007,2007/2008
182,NAC Breda,9761,Sander Fischer,19.0,15-22,Defender,NAC Breda U21,-,in,0.0,Eredivisie,2007,2007/2008
183,NAC Breda,9761,Fouad Idabdelhay,19.0,15-22,Forward,NAC Breda U19,-,in,0.0,Eredivisie,2007,2007/2008
184,NAC Breda,9761,Davy Schollen,29.0,23-29,Defender,RSC Anderlecht,"End of loanJun 30, 2007",in,0.0,Eredivisie,2007,2007/2008
185,Vitesse Arnhem,8277,Haim Megrelashvili,25.0,23-29,Defender,Maccabi Haifa,£180k,in,0.18,Eredivisie,2007,2007/2008
186,Vitesse Arnhem,8277,Juan Gonzalo Lorca,22.0,15-22,Forward,Colo Colo,Loan fee:£135k,in,0.135,Eredivisie,2007,2007/2008
187,Vitesse Arnhem,8277,Harrie Gommans,24.0,23-29,Forward,MVV Maastricht,£68k,in,0.068,Eredivisie,2007,2007/2008
188,Vitesse Arnhem,8277,Robin Faber,20.0,15-22,Defender,PSV U21,Free Transfer,in,0.0,Eredivisie,2007,2007/2008
189,Vitesse Arnhem,8277,Cees Keizer,21.0,15-22,Midfielder,Ajax U21,Free Transfer,in,0.0,Eredivisie,2007,2007/2008
