,club_name,club_api_id,player_name,age,age_range,position,club_involved_name,fee,transfer_movement,fee_cleaned_millions,league_name,year,season
12642,Atalanta BC,8524,Moussa Koné,21.0,15-22,Midfielder,Foggia,"End of loanJun 30, 2011",in,0.0,Serie A,2011,2011/2012
12643,Atalanta BC,8524,Marino Defendi,25.0,23-29,Midfielder,Grosseto,"End of loanJun 30, 2011",in,0.0,Serie A,2011,2011/2012
12644,Atalanta BC,8524,Nicola Canzian,20.0,15-22,Defender,Pergolettese,"End of loanJun 30, 2011",in,0.0,Serie A,2011,2011/2012
12645,Atalanta BC,8524,Gianluca Franciosi,20.0,15-22,Forward,Valenzana Mado,"End of loanJun 30, 2011",in,0.0,Serie A,2011,2011/2012
12646,Atalanta BC,8524,Ivan Radovanovic,22.0,15-22,Midfielder,Bologna,"End of loanJun 30, 2011",in,0.0,Serie A,2011,2011/2012
12647,Atalanta BC,8524,Michele Marconi,22.0,15-22,Forward,Pergolettese,"End of loanJun 30, 2011",in,0.0,Serie A,2011,2011/2012
12648,Atalanta BC,8524,Christian Tiboni,23.0,23-29,Forward,Hellas Verona,"End of loanJun 30, 2011",in,0.0,Serie A,2011,2011/2012
12649,Atalanta BC,8524,Maximiliano Pellegrino,31.0,30+,Defender,Cesena,"End of loanJun 30, 2011",in,0.0,Serie A,2011,2011/2012
12650,Atalanta BC,8524,Nicholas Siega,20.0,15-22,Forward,Casale,"End of loanJun 30, 2011",in,0.0,Serie A,2011,2011/2012
12651,Atalanta BC,8524,Matteo Ardemagni,24.0,23-29,Forward,Padova,"End of loanJun 30, 2011",in,0.0,Serie A,2011,2011/2012
12652,Atalanta BC,8524,Ezequiel Schelotto,22.0,15-22,Defender,Catania,"End of loanJun 30, 2011",in,0.0,Serie A,2011,2011/2012
12653,Chievo Verona,8533,Francesco Acerbi,23.0,23-29,Defender,Genoa,£1.80m,in,1.8,Serie A,2011,2011/2012
12654,Chievo Verona,8533,Kamil Vacek,24.0,23-29,Midfielder,Sparta Praha,£1.80m,in,1.8,Serie A,2011,2011/2012
12655,Chievo Verona,8533,Perparim Hetemaj,24.0,23-29,Midfielder,Brescia,£1.80m,in,1.8,Serie A,2011,2011/2012
12656,Chievo Verona,8533,Alessandro Bassoli,21.0,15-22,Defender,Bologna,£1.35m,in,1.35,Serie A,2011,2011/2012
12657,Chievo Verona,8533,Michael Bradley,24.0,23-29,Midfielder,Bor. M'gladbach,£1.08m,in,1.08,Serie A,2011,2011/2012
12658,Chievo Verona,8533,Rinaldo Cruzado,26.0,23-29,Midfielder,Juan Aurich,£900k,in,0.9,Serie A,2011,2011/2012
12659,Chievo Verona,8533,Kévin Constant,24.0,23-29,Midfielder,LB Châteauroux,£450k,in,0.45,Serie A,2011,2011/2012
12660,Chievo Verona,8533,Christian Puggioni,30.0,30+,Defender,Reggina,£360k,in,0.36,Serie A,2011,2011/2012
12661,Chievo Verona,8533,Ivan Fatic,22.0,15-22,Defender,Genoa,£270k,in,0.27,Serie A,2011,2011/2012
12662,Chievo Verona,8533,Antimo Iunco,27.0,23-29,Forward,Torino,£90k,in,0.09,Serie A,2011,2011/2012
12663,Chievo Verona,8533,Francesco Sabatucci,20.0,15-22,Defender,Atletico Roma,Free Transfer,in,0.0,Serie A,2011,2011/2012
12664,Chievo Verona,8533,Boukary Dramé,26.0,23-29,Defender,FC Sochaux,Free Transfer,in,0.0,Serie A,2011,2011/2012
12665,Chievo Verona,8533,Marcello Falzerano,20.0,15-22,Midfielder,Salerno,?,in,0.0691578947368421,Serie A,2011,2011/2012
12666,Chievo Verona,8533,Nikola Gulan,22.0,15-22,Defender,Fiorentina,Loan,in,0.0,Serie A,2011,2011/2012
12667,Chievo Verona,8533,Sergio Viotti,21.0,15-22,Defender,Triestina,?,in,0.0691578947368421,Serie A,2011,2011/2012
12668,Chievo Verona,8533,Filippo Fondi,22.0,15-22,Midfielder,Lumezzane,?,in,0.0691578947368421,Serie A,2011,2011/2012
12669,Chievo Verona,8533,Alberto Paloschi,21.0,15-22,Forward,AC Milan,Loan,in,0.0,Serie A,2011,2011/2012
12670,Chievo Verona,8533,Marco Silvestri,20.0,15-22,Defender,Modena,?,in,0.0691578947368421,Serie A,2011,2011/2012
12671,Chievo Verona,8533,Francesco Grandolfo,19.0,15-22,Forward,Bari,Loan,in,0.0,Serie A,2011,2011/2012
12672,Chievo Verona,8533,Mickaël Facchinetti,20.0,15-22,Defender,FC Lugano,Loan,in,0.0,Serie A,2011,2011/2012
12673,Chievo Verona,8533,Paolo Sammarco,28.0,23-29,Midfielder,Sampdoria,Loan,in,0.0,Serie A,2011,2011/2012
12674,Chievo Verona,8533,Marco Gallozzi,23.0,23-29,Midfielder,Padova,Loan,in,0.0,Serie A,2011,2011/2012
12675,Chievo Verona,8533,Alessandro Longhi,22.0,15-22,Defender,Triestina,?,in,0.0691578947368421,Serie A,2011,2011/2012
12676,Chievo Verona,8533,Domenico Zampaglione,25.0,23-29,Forward,Valle Grecanica,?,in,0.1889637305699481,Serie A,2011,2011/2012
12677,Chievo Verona,8533,Dario Dainelli,32.0,30+,Defender,Genoa,Loan,in,0.0,Serie A,2011,2011/2012
12678,Chievo Verona,8533,Salvatore Papa,22.0,15-22,Midfielder,Foligno,?,in,0.0691578947368421,Serie A,2011,2011/2012
12679,Chievo Verona,8533,Simone Bentivoglio,26.0,23-29,Midfielder,Sampdoria,"End of loanDec 1, 2011",in,0.0,Serie A,2011,2011/2012
12680,Chievo Verona,8533,Sergio Viotti,21.0,15-22,Defender,Triestina,"End of loanDec 1, 2011",in,0.0,Serie A,2011,2011/2012
12681,Chievo Verona,8533,Domenico Zampaglione,25.0,23-29,Forward,Latina Calcio,"End of loanDec 1, 2011",in,0.0,Serie A,2011,2011/2012
12682,Chievo Verona,8533,Nestor Djengoue,20.0,15-22,Defender,Chievo U19,-,in,0.0,Serie A,2011,2011/2012
12683,Chievo Verona,8533,Marcos De Paula,28.0,23-29,Forward,Bari,"End of loanDec 31, 2011",in,0.0,Serie A,2011,2011/2012
12684,Chievo Verona,8533,Pablo Granoche,28.0,23-29,Forward,Novara,"End of loanDec 1, 2011",in,0.0,Serie A,2011,2011/2012
12685,Chievo Verona,8533,Roberto Cortese,27.0,23-29,Forward,Casertana,"End of loanDec 1, 2011",in,0.0,Serie A,2011,2011/2012
12686,Chievo Verona,8533,Yonese Hanine,21.0,15-22,Forward,Crotone,"End of loanJun 30, 2011",in,0.0,Serie A,2011,2011/2012
12687,Chievo Verona,8533,Domenico Girardi,26.0,23-29,Forward,Taranto,"End of loanJun 30, 2011",in,0.0,Serie A,2011,2011/2012
12688,Chievo Verona,8533,Alessandro Sbaffo,20.0,15-22,Midfielder,Piacenza,"End of loanJun 30, 2011",in,0.0,Serie A,2011,2011/2012
12689,Chievo Verona,8533,Ledian Memushaj,24.0,23-29,Midfielder,Portogruaro,"End of loanJun 30, 2011",in,0.0,Serie A,2011,2011/2012
12690,Chievo Verona,8533,Manuel Iori,29.0,23-29,Midfielder,AS Livorno,"End of loanJun 30, 2011",in,0.0,Serie A,2011,2011/2012
12691,Chievo Verona,8533,Amedeo Benedetti,19.0,15-22,Defender,Pro Patria,"End of loanJun 30, 2011",in,0.0,Serie A,2011,2011/2012
12692,Chievo Verona,8533,Nicolò Brighenti,21.0,15-22,Defender,Viareggio,"End of loanJun 30, 2011",in,0.0,Serie A,2011,2011/2012
12693,Chievo Verona,8533,Mattia Minesso,21.0,15-22,Midfielder,Andria,"End of loanJun 30, 2011",in,0.0,Serie A,2011,2011/2012
12694,Chievo Verona,8533,Marcos De Paula,27.0,23-29,Forward,Padova,"End of loanJun 30, 2011",in,0.0,Serie A,2011,2011/2012
12695,Chievo Verona,8533,Simone Grippo,22.0,15-22,Defender,Frosinone,"End of loanJun 30, 2011",in,0.0,Serie A,2011,2011/2012
12696,Chievo Verona,8533,Simone Bentivoglio,26.0,23-29,Midfielder,Bari,"End of loanJun 30, 2011",in,0.0,Serie A,2011,2011/2012
12697,Chievo Verona,8533,Cesare Rickler,24.0,23-29,Defender,Piacenza,"End of loanJun 30, 2011",in,0.0,Serie A,2011,2011/2012
12698,Chievo Verona,8533,Valerio Anastasi,21.0,15-22,Forward,Südtirol,"End of loanJun 30, 2011",in,0.0,Serie A,2011,2011/2012
12699,Chievo Verona,8533,Andrea De Falco,25.0,23-29,Midfielder,Sassuolo,"End of loanJun 30, 2011",in,0.0,Serie A,2011,2011/2012
12700,Chievo Verona,8533,Jefferson Arroz,24.0,23-29,Defender,Mixto,"End of loanJun 30, 2012",in,0.0,Serie A,2011,2011/2012
12701,Chievo Verona,8533,Roberto Cortese,26.0,23-29,Forward,Paganese,"End of loanJun 30, 2011",in,0.0,Serie A,2011,2011/2012
12702,Chievo Verona,8533,Diego Farias,21.0,15-22,Forward,Foggia,"End of loanJun 30, 2011",in,0.0,Serie A,2011,2011/2012
12703,Chievo Verona,8533,Andrea Burato,20.0,15-22,Midfielder,Südtirol,"End of loanJun 30, 2011",in,0.0,Serie A,2011,2011/2012
12704,Chievo Verona,8533,Rincón,24.0,23-29,Defender,Grosseto,"End of loanJun 30, 2011",in,0.0,Serie A,2011,2011/2012
12705,Chievo Verona,8533,Amedeo Calliari,23.0,23-29,Midfielder,Lumezzane,"End of loanJun 30, 2011",in,0.0,Serie A,2011,2011/2012
12706,Chievo Verona,8533,Francesco Dettori,28.0,23-29,Midfielder,Triestina,"End of loanJun 30, 2011",in,0.0,Serie A,2011,2011/2012
12707,Chievo Verona,8533,Marco Malagò,32.0,30+,Defender,Triestina,"End of loanJun 30, 2011",in,0.0,Serie A,2011,2011/2012
12708,Chievo Verona,8533,Marco Migliorini,19.0,15-22,Defender,Zbrojovka Brno,"End of loanJun 30, 2011",in,0.0,Serie A,2011,2011/2012
12709,Chievo Verona,8533,Piero Robertiello,22.0,15-22,Defender,Real Giulianova,"End of loanJun 30, 2011",in,0.0,Serie A,2011,2011/2012
12710,Chievo Verona,8533,Mirco Gasparetto,31.0,30+,Forward,Cremonese,"End of loanJun 30, 2011",in,0.0,Serie A,2011,2011/2012
12711,US Lecce,9888,Nenad Tomović,23.0,23-29,Defender,Genoa,Loan fee:£315k,in,0.315,Serie A,2011,2011/2012
12712,US Lecce,9888,Luis Muriel,20.0,15-22,Forward,Udinese Calcio,Loan,in,0.0,Serie A,2011,2011/2012
12713,US Lecce,9888,Haris Seferovic,19.0,15-22,Forward,Fiorentina,Loan,in,0.0,Serie A,2011,2011/2012
12714,US Lecce,9888,Manuel Giandonato,19.0,15-22,Midfielder,Juventus,Loan,in,0.0,Serie A,2011,2011/2012
12715,US Lecce,9888,Rodney Strasser,21.0,15-22,Midfielder,AC Milan,Loan,in,0.0,Serie A,2011,2011/2012
12716,US Lecce,9888,Christian Obodo,27.0,23-29,Midfielder,Udinese Calcio,Loan,in,0.0,Serie A,2011,2011/2012
12717,US Lecce,9888,Manuele Blasi,31.0,30+,Midfielder,Parma,Free Transfer,in,0.0,Serie A,2011,2011/2012
12718,US Lecce,9888,Valeri Bojinov,25.0,23-29,Forward,Sporting CP,Loan,in,0.0,Serie A,2011,2011/2012
12719,US Lecce,9888,Moris Carrozzieri,30.0,30+,Defender,US Palermo,Free Transfer,in,0.0,Serie A,2011,2011/2012
12720,US Lecce,9888,Juan Cuadrado,23.0,23-29,Forward,Udinese Calcio,Loan,in,0.0,Serie A,2011,2011/2012
12721,US Lecce,9888,Leonardo Migliónico,31.0,30+,Defender,AS Livorno,Free Transfer,in,0.0,Serie A,2011,2011/2012
12722,US Lecce,9888,Massimo Oddo,35.0,30+,Defender,AC Milan,Loan,in,0.0,Serie A,2011,2011/2012
12723,US Lecce,9888,Gennaro Delvecchio,33.0,30+,Midfielder,Catania,Free Transfer,in,0.0,Serie A,2011,2011/2012
12724,US Lecce,9888,Andrea Esposito,25.0,23-29,Defender,Genoa,?,in,0.2918571428571428,Serie A,2011,2011/2012
12725,US Lecce,9888,Luca Di Matteo,23.0,23-29,Defender,US Palermo,Loan,in,0.0,Serie A,2011,2011/2012
12726,US Lecce,9888,Júlio Sérgio,32.0,30+,Defender,AS Roma,Loan,in,0.0,Serie A,2011,2011/2012
12727,US Lecce,9888,Cristian Pasquato,22.0,15-22,Midfielder,Juventus,Loan,in,0.0,Serie A,2011,2011/2012
12728,US Lecce,9888,Matteo Legittimo,22.0,15-22,Defender,Salerno,?,in,0.016875,Serie A,2011,2011/2012
12729,US Lecce,9888,Luigi Falcone,19.0,15-22,Forward,Lecce U19,-,in,0.0,Serie A,2011,2011/2012
12730,US Lecce,9888,Fabio Romeo,22.0,15-22,Defender,Pavia,"End of loanDec 31, 2011",in,0.0,Serie A,2011,2011/2012
12731,US Lecce,9888,Vittorio Triarico,22.0,15-22,Midfielder,Paganese,"End of loanJun 30, 2011",in,0.0,Serie A,2011,2011/2012
12732,US Lecce,9888,Ugo Gabrieli,22.0,15-22,Defender,Barletta,"End of loanJun 30, 2011",in,0.0,Serie A,2011,2011/2012
12733,US Lecce,9888,Souleymane Diamoutene,28.0,23-29,Defender,Pescara,"End of loanJun 30, 2011",in,0.0,Serie A,2011,2011/2012
12734,US Lecce,9888,Fabio Romeo,21.0,15-22,Defender,Pergolettese,"End of loanJun 30, 2011",in,0.0,Serie A,2011,2011/2012
12735,US Lecce,9888,Antonio Mazzotta,21.0,15-22,Defender,Crotone,"End of loanJun 30, 2011",in,0.0,Serie A,2011,2011/2012
12736,US Lecce,9888,Gianmarco Ingrosso,22.0,15-22,Defender,Paganese,"End of loanJun 30, 2011",in,0.0,Serie A,2011,2011/2012
12737,US Lecce,9888,Giuseppe Caccavallo,24.0,23-29,Forward,Pergolettese,"End of loanJun 30, 2011",in,0.0,Serie A,2011,2011/2012
12738,US Lecce,9888,Bryan Bergougnoux,28.0,23-29,Midfielder,LB Châteauroux,"End of loanJun 30, 2011",in,0.0,Serie A,2011,2011/2012
12739,Bologna FC 1909,9857,Alessandro Diamanti,28.0,23-29,Forward,Brescia,£4.37m,in,4.37,Serie A,2011,2011/2012
12740,Bologna FC 1909,9857,Nico Pulzetti,27.0,23-29,Midfielder,AS Livorno,£2.97m,in,2.97,Serie A,2011,2011/2012
12741,Bologna FC 1909,9857,Federico Rodríguez,20.0,15-22,Forward,Genoa,£2.70m,in,2.7,Serie A,2011,2011/2012
12742,Bologna FC 1909,9857,Frederik Sörensen,19.0,15-22,Defender,Juventus,£2.25m,in,2.25,Serie A,2011,2011/2012
12743,Bologna FC 1909,9857,José Crespo,24.0,23-29,Defender,Padova,£1.40m,in,1.4,Serie A,2011,2011/2012
12744,Bologna FC 1909,9857,Riccardo Pasi,20.0,15-22,Forward,Parma,£1.35m,in,1.35,Serie A,2011,2011/2012
12745,Bologna FC 1909,9857,Jean-François Gillet,32.0,30+,Defender,Bari,£1.22m,in,1.22,Serie A,2011,2011/2012
12746,Bologna FC 1909,9857,Federico Agliardi,28.0,23-29,Defender,Padova,£810k,in,0.81,Serie A,2011,2011/2012
12747,Bologna FC 1909,9857,Robert Acquafresca,23.0,23-29,Forward,Genoa,Loan fee:£450k,in,0.45,Serie A,2011,2011/2012
12748,Bologna FC 1909,9857,Cesare Rickler,24.0,23-29,Defender,Chievo Verona,£450k,in,0.45,Serie A,2011,2011/2012
12749,Bologna FC 1909,9857,Dejan Stojanovic,18.0,15-22,Defender,FC Lustenau,£236k,in,0.23600000000000002,Serie A,2011,2011/2012
12750,Bologna FC 1909,9857,Luigi Vitale,23.0,23-29,Defender,SSC Napoli,Loan fee:£180k,in,0.18,Serie A,2011,2011/2012
12751,Bologna FC 1909,9857,Andrea Raggi,27.0,23-29,Defender,US Palermo,£180k,in,0.18,Serie A,2011,2011/2012
12752,Bologna FC 1909,9857,Massimo Coda,22.0,15-22,Forward,Cremonese,£135k,in,0.135,Serie A,2011,2011/2012
12753,Bologna FC 1909,9857,Ishak Belfodil,20.0,15-22,Forward,Olympique Lyon,Loan,in,0.0,Serie A,2011,2011/2012
12754,Bologna FC 1909,9857,Daniele Vantaggiato,26.0,23-29,Forward,Padova,Loan,in,0.0,Serie A,2011,2011/2012
12755,Bologna FC 1909,9857,Simone Loria,34.0,30+,Defender,AS Roma,Free Transfer,in,0.0,Serie A,2011,2011/2012
12756,Bologna FC 1909,9857,Panagiotis Kone,24.0,23-29,Midfielder,Brescia,Loan,in,0.0,Serie A,2011,2011/2012
12757,Bologna FC 1909,9857,Matteo Rubin,24.0,23-29,Defender,Torino,Loan,in,0.0,Serie A,2011,2011/2012
12758,Bologna FC 1909,9857,Saphir Taider,19.0,15-22,Midfielder,Grenoble,Free Transfer,in,0.0,Serie A,2011,2011/2012
12759,Bologna FC 1909,9857,Mikael Antonsson,30.0,30+,Defender,FC Copenhagen,Free Transfer,in,0.0,Serie A,2011,2011/2012
12760,Bologna FC 1909,9857,Marco Bernacci,27.0,23-29,Forward,Modena,"End of loanDec 1, 2011",in,0.0,Serie A,2011,2011/2012
12761,Bologna FC 1909,9857,Giuseppe Nazzani,21.0,15-22,Midfielder,AS Gubbio,"End of loanJun 30, 2011",in,0.0,Serie A,2011,2011/2012
12762,Bologna FC 1909,9857,Alessandro Bassoli,21.0,15-22,Defender,Foligno,"End of loanJun 30, 2011",in,0.0,Serie A,2011,2011/2012
12763,Bologna FC 1909,9857,Alessandro Elia,21.0,15-22,Forward,Andria,"End of loanJun 30, 2011",in,0.0,Serie A,2011,2011/2012
12764,Bologna FC 1909,9857,Marco Bernacci,27.0,23-29,Forward,Torino,"End of loanJun 30, 2011",in,0.0,Serie A,2011,2011/2012
12765,Bologna FC 1909,9857,Alessandro Vinci,18.0,15-22,Defender,Carpi,"End of loanJun 30, 2011",in,0.0,Serie A,2011,2011/2012
12766,AC Siena,8551,Angelo,30.0,30+,Defender,Parma,£2.25m,in,2.25,Serie A,2011,2011/2012
12767,AC Siena,8551,Gaetano D'Agostino,29.0,23-29,Midfielder,Udinese Calcio,£2.25m,in,2.25,Serie A,2011,2011/2012
12768,AC Siena,8551,Alessandro Gazzi,28.0,23-29,Midfielder,Bari,£1.80m,in,1.8,Serie A,2011,2011/2012
12769,AC Siena,8551,Mattia Destro,20.0,15-22,Forward,Genoa,Loan fee:£1.35m,in,1.35,Serie A,2011,2011/2012
12770,AC Siena,8551,Francesco Bolzoni,22.0,15-22,Midfielder,Genoa,£1.33m,in,1.33,Serie A,2011,2011/2012
12771,AC Siena,8551,Nicola Belmonte,24.0,23-29,Defender,Bari,£1.13m,in,1.13,Serie A,2011,2011/2012
12772,AC Siena,8551,Paolo Grossi,26.0,23-29,Midfielder,Varese,£900k,in,0.9,Serie A,2011,2011/2012
12773,AC Siena,8551,Daniele Mannini,27.0,23-29,Midfielder,SSC Napoli,£585k,in,0.585,Serie A,2011,2011/2012
12774,AC Siena,8551,Emanuele Pesoli,30.0,30+,Defender,Varese,£360k,in,0.36,Serie A,2011,2011/2012
12775,AC Siena,8551,Luigi Giorgi,24.0,23-29,Midfielder,Novara,Loan fee:£315k,in,0.315,Serie A,2011,2011/2012
12776,AC Siena,8551,Gabriele Angella,22.0,15-22,Defender,Udinese Calcio,Loan fee:£270k,in,0.27,Serie A,2011,2011/2012
12777,AC Siena,8551,Matteo Contini,31.0,30+,Defender,Real Zaragoza,Loan fee:£270k,in,0.27,Serie A,2011,2011/2012
12778,AC Siena,8551,Pablo González,26.0,23-29,Forward,US Palermo,Loan fee:£90k,in,0.09,Serie A,2011,2011/2012
12779,AC Siena,8551,Milan Milanovic,20.0,15-22,Defender,US Palermo,Loan,in,0.0,Serie A,2011,2011/2012
12780,AC Siena,8551,Sorin Radoi,21.0,15-22,Forward,Santarcangelo,?,in,0.20107843137254905,Serie A,2011,2011/2012
12781,AC Siena,8551,Alberto Tundo,18.0,15-22,Defender,Brindisi,?,in,0.20107843137254905,Serie A,2011,2011/2012
12782,AC Siena,8551,Erjon Bogdani,34.0,30+,Forward,Cesena,?,in,0.3178846153846153,Serie A,2011,2011/2012
12783,AC Siena,8551,Joel Acosta,20.0,15-22,Forward,Boca Juniors,Loan,in,0.0,Serie A,2011,2011/2012
12784,AC Siena,8551,Zeljko Brkic,25.0,23-29,Defender,Udinese Calcio,Loan,in,0.0,Serie A,2011,2011/2012
12785,AC Siena,8551,Edson Silva,18.0,15-22,Defender,Benfica U19,?,in,0.20107843137254905,Serie A,2011,2011/2012
12786,AC Siena,8551,Alain Faccini,20.0,15-22,Forward,Sambonifacese,"End of loanDec 1, 2011",in,0.0,Serie A,2011,2011/2012
12787,AC Siena,8551,Gael Genevier,29.0,23-29,Midfielder,AS Livorno,"End of loanDec 1, 2011",in,0.0,Serie A,2011,2011/2012
12788,AC Siena,8551,Mihail Ivanov,21.0,15-22,Defender,Atletico Roma,"End of loanAug 1, 2011",in,0.0,Serie A,2011,2011/2012
12789,AC Siena,8551,Reyza Soudant,20.0,15-22,Forward,Catanzaro,"End of loanDec 1, 2011",in,0.0,Serie A,2011,2011/2012
12790,AC Siena,8551,Salvatore Mastronunzio,32.0,30+,Forward,Spezia Calcio,"End of loanDec 1, 2011",in,0.0,Serie A,2011,2011/2012
12791,AC Siena,8551,Matteo Calamai,20.0,15-22,Midfielder,Carpi,"End of loanDec 1, 2011",in,0.0,Serie A,2011,2011/2012
12792,AC Siena,8551,Niccolò Giannetti,20.0,15-22,Forward,AS Gubbio,"End of loanDec 31, 2011",in,0.0,Serie A,2011,2011/2012
12793,AC Siena,8551,Leonardo Blanchard,23.0,23-29,Defender,Pavia,"End of loanJun 30, 2011",in,0.0,Serie A,2011,2011/2012
12794,AC Siena,8551,Mattia Di Vincenzo,19.0,15-22,Defender,Santegidiese,"End of loanJun 30, 2011",in,0.0,Serie A,2011,2011/2012
12795,AC Siena,8551,Alexandros Tziolis,26.0,23-29,Midfielder,Racing,"End of loanJun 30, 2011",in,0.0,Serie A,2011,2011/2012
12796,AC Siena,8551,Filipe,24.0,23-29,Midfielder,Como,"End of loanJun 30, 2011",in,0.0,Serie A,2011,2011/2012
12797,AC Siena,8551,Mato Jajalo,23.0,23-29,Midfielder,1. FC Köln,"End of loanJun 30, 2011",in,0.0,Serie A,2011,2011/2012
12798,AC Siena,8551,Luigi Castaldo,21.0,15-22,Defender,Giacomense,"End of loanJun 30, 2011",in,0.0,Serie A,2011,2011/2012
12799,AC Siena,8551,Federico Re,21.0,15-22,Midfielder,Chieti,"End of loanJun 30, 2011",in,0.0,Serie A,2011,2011/2012
12800,AC Siena,8551,Mariano Romano,21.0,15-22,Midfielder,Südtirol,"End of loanJun 30, 2011",in,0.0,Serie A,2011,2011/2012
12801,AC Siena,8551,Michele Paolucci,25.0,23-29,Forward,US Palermo,"End of loanJun 30, 2011",in,0.0,Serie A,2011,2011/2012
12802,AC Siena,8551,Lorenzo Del Prete,25.0,23-29,Defender,Pescara,"End of loanJun 30, 2011",in,0.0,Serie A,2011,2011/2012
12803,AC Siena,8551,Saverio Cutrupi,21.0,15-22,Defender,L'Aquila,"End of loanJun 30, 2011",in,0.0,Serie A,2011,2011/2012
12804,AC Siena,8551,Mihail Ivanov,21.0,15-22,Defender,Foggia,"End of loanJun 30, 2011",in,0.0,Serie A,2011,2011/2012
12805,AC Siena,8551,Domenico Danti,22.0,15-22,Forward,Reggina,"End of loanJun 30, 2011",in,0.0,Serie A,2011,2011/2012
12806,AC Siena,8551,Agostino Garofalo,26.0,23-29,Defender,Torino,"End of loanJun 30, 2011",in,0.0,Serie A,2011,2011/2012
12807,AC Siena,8551,Gaetano Capogrosso,22.0,15-22,Defender,Ascoli,"End of loanJun 30, 2011",in,0.0,Serie A,2011,2011/2012
12808,AC Siena,8551,Matteo Calamai,20.0,15-22,Midfielder,Viareggio,"End of loanJun 30, 2011",in,0.0,Serie A,2011,2011/2012
12809,AC Siena,8551,Carlo Crociani,21.0,15-22,Defender,AC Montichiari,"End of loanJun 30, 2011",in,0.0,Serie A,2011,2011/2012
12810,AC Siena,8551,Paul Codrea,30.0,30+,Midfielder,Bari,"End of loanJun 30, 2011",in,0.0,Serie A,2011,2011/2012
12811,AC Siena,8551,Marco Di Crescenzo,22.0,15-22,Forward,AJ Fano,"End of loanJun 30, 2011",in,0.0,Serie A,2011,2011/2012
12812,AC Siena,8551,Fabio Lucioni,23.0,23-29,Defender,Barletta,"End of loanJun 30, 2011",in,0.0,Serie A,2011,2011/2012
12813,AC Siena,8551,Samuele Mugelli,20.0,15-22,Midfielder,Pergolettese,"End of loanJun 30, 2011",in,0.0,Serie A,2011,2011/2012
12814,AC Siena,8551,Antonio Zito,25.0,23-29,Midfielder,Benevento,"End of loanJun 30, 2011",in,0.0,Serie A,2011,2011/2012
12815,AC Siena,8551,Federico Mannini,19.0,15-22,Defender,Inter U19,"End of loanJun 30, 2011",in,0.0,Serie A,2011,2011/2012
12816,AC Siena,8551,Francesco Parravicini,29.0,23-29,Midfielder,AS Livorno,"End of loanJun 30, 2011",in,0.0,Serie A,2011,2011/2012
12817,AC Siena,8551,Mirko Guadalupi,24.0,23-29,Midfielder,Pavia,"End of loanJun 30, 2011",in,0.0,Serie A,2011,2011/2012
12818,AC Siena,8551,David Mounard,30.0,30+,Forward,Benevento,"End of loanJun 30, 2011",in,0.0,Serie A,2011,2011/2012
12819,AC Siena,8551,Filippo Bigeschi,22.0,15-22,Midfielder,US Poggibonsi,"End of loanJun 30, 2011",in,0.0,Serie A,2011,2011/2012
12820,AC Siena,8551,Michael Odibe,23.0,23-29,Defender,Südtirol,"End of loanJun 30, 2011",in,0.0,Serie A,2011,2011/2012
12821,Cagliari Calcio,8529,Albin Ekdal,22.0,15-22,Midfielder,Juventus,£2.43m,in,2.43,Serie A,2011,2011/2012
12822,Cagliari Calcio,8529,Víctor Ibarbo,21.0,15-22,Forward,Atl. Nacional,£1.80m,in,1.8,Serie A,2011,2011/2012
12823,Cagliari Calcio,8529,Thiago Ribeiro,25.0,23-29,Forward,Rentistas,Loan fee:£1.35m,in,1.35,Serie A,2011,2011/2012
12824,Cagliari Calcio,8529,Rui Sampaio,24.0,23-29,Midfielder,Beira-Mar,£540k,in,0.54,Serie A,2011,2011/2012
12825,Cagliari Calcio,8529,Sebastian Eriksson,22.0,15-22,Midfielder,IFK Göteborg,Loan fee:£495k,in,0.495,Serie A,2011,2011/2012
12826,Cagliari Calcio,8529,Simone Gozzi,25.0,23-29,Defender,Modena,£450k,in,0.45,Serie A,2011,2011/2012
12827,Cagliari Calcio,8529,Mauricio Pinilla,27.0,23-29,Forward,US Palermo,Loan fee:£270k,in,0.27,Serie A,2011,2011/2012
12828,Cagliari Calcio,8529,Nicolas Bovi,18.0,15-22,Forward,Reggiana,Loan fee:£216k,in,0.21600000000000005,Serie A,2011,2011/2012
12829,Cagliari Calcio,8529,Vlada Avramov,32.0,30+,Defender,Fiorentina,Free Transfer,in,0.0,Serie A,2011,2011/2012
12830,Cagliari Calcio,8529,Salvatore Burrai,24.0,23-29,Midfielder,Foggia,Free Transfer,in,0.0,Serie A,2011,2011/2012
12831,Cagliari Calcio,8529,Marco Sau,23.0,23-29,Forward,Foggia,?,in,0.774457142857143,Serie A,2011,2011/2012
12832,Cagliari Calcio,8529,Daniele Dessena,24.0,23-29,Midfielder,Sampdoria,Loan,in,0.0,Serie A,2011,2011/2012
12833,Cagliari Calcio,8529,Enrico Verachi,22.0,15-22,Midfielder,Siracusa,?,in,0.3038666666666667,Serie A,2011,2011/2012
12834,Cagliari Calcio,8529,Mostapha El Kabir,22.0,15-22,Forward,Mjällby,Loan,in,0.0,Serie A,2011,2011/2012
12835,Cagliari Calcio,8529,Marco Mancosu,22.0,15-22,Midfielder,Siracusa,?,in,0.3038666666666667,Serie A,2011,2011/2012
12836,Cagliari Calcio,8529,Mauro Vigorito,21.0,15-22,Defender,Carrarese,?,in,0.3038666666666667,Serie A,2011,2011/2012
