,club_api_id,club_name,year,league_name,average_age,total_spent,nTransfers,Fifteen_TwentyTwo,TwentyThree_TwentyNine,Thirty_Plus,Defender,Forward,Midfielder,league_position,position_value,win_pct,goals_for,goals_against,goal_difference,three_year_spending,two_year_spending,pos_val_pct_change
19,8178,Bayer 04 Leverkusen,2011,1 Bundesliga,21.666666666666664,20.529,16,19.8,0.7290000000000001,0.0,12.878999999999998,7.65,0.0,5.0,80.0,0.4411764705882353,52.0,44.0,8.0,32.61075221238938,25.659,-15.789473684210524
20,8178,Bayer 04 Leverkusen,2012,1 Bundesliga,22.0,18.81,19,8.28,10.53,0.0,12.15,6.57,0.09,3.0,90.0,0.5588235294117647,65.0,39.0,26.0,44.469,39.339,12.5
21,8178,Bayer 04 Leverkusen,2013,1 Bundesliga,24.273809523809533,20.228,18,14.467999999999998,5.4,0.36,3.06,11.7,5.468,4.0,85.0,0.5588235294117647,60.0,41.0,19.0,59.56699999999999,39.038,-5.5555555555555545
22,8178,Bayer 04 Leverkusen,2014,1 Bundesliga,23.16111111111111,35.463504424778755,20,35.463504424778755,0.0,0.0,13.95,20.226752212389385,1.2867522123893809,4.0,85.0,0.5,62.0,37.0,25.0,74.50150442477877,55.691504424778756,0.0
23,8178,Bayer 04 Leverkusen,2015,1 Bundesliga,22.20873015873016,52.2,23,6.75,45.45,0.0,12.6,18.0,21.6,3.0,90.0,0.5294117647058824,56.0,40.0,16.0,107.89150442477877,87.66350442477875,5.882352941176472
24,8277,Vitesse Arnhem,2008,Eredivisie,25.0625,1.0697083333333333,18,0.0,1.0697083333333333,0.0,0.5348541666666666,0.5348541666666666,0.0,10.0,55.0,0.3235294117647059,41.0,48.0,-7.0,,,
25,8277,Vitesse Arnhem,2009,Eredivisie,23.525,0.2830627637130802,16,0.11335443037974685,0.16970833333333335,0.0,0.11335443037974685,0.0,0.16970833333333335,14.0,35.0,0.2352941176470588,38.0,62.0,-24.0,,1.3527710970464135,-36.36363636363637
26,8277,Vitesse Arnhem,2010,Eredivisie,23.11111111111111,5.304854166666667,21,4.95,0.3548541666666667,0.0,0.3548541666666667,4.95,0.0,15.0,30.0,0.2647058823529412,42.0,61.0,-19.0,6.657625263713081,5.587916930379747,-14.285714285714285
27,8277,Vitesse Arnhem,2011,Eredivisie,23.72142857142857,2.9167924578059066,21,2.1400632911392403,0.7148541666666667,0.061875,0.4452294303797469,2.0267088607594936,0.44485416666666666,7.0,70.0,0.4411764705882353,48.0,43.0,5.0,8.504709388185653,8.221646624472573,133.33333333333334
28,8277,Vitesse Arnhem,2012,Eredivisie,23.4375,2.295,8,1.8,0.0,0.495,1.8,0.0,0.495,4.0,85.0,0.5588235294117647,68.0,42.0,26.0,10.516646624472573,5.211792457805907,21.428571428571427
29,8277,Vitesse Arnhem,2013,Eredivisie,22.857142857142854,0.19820859704641355,17,0.11335443037974685,0.08485416666666667,0.0,0.08485416666666667,0.11335443037974685,0.0,6.0,75.0,0.4411764705882353,65.0,49.0,16.0,5.410001054852319,2.4932085970464133,-11.764705882352944
30,8277,Vitesse Arnhem,2014,Eredivisie,22.78333333333333,0.45,11,0.0,0.45,0.0,0.0,0.45,0.0,5.0,80.0,0.4705882352941176,66.0,43.0,23.0,2.943208597046413,0.6482085970464135,6.666666666666668
31,8277,Vitesse Arnhem,2015,Eredivisie,23.11111111111111,1.3050000000000002,15,0.27,1.035,0.0,0.675,0.27,0.36,9.0,60.0,0.35294117647058826,55.0,38.0,17.0,1.9532085970464137,1.755,-25.0
32,8302,Sevilla FC,2008,Primera Division,24.55,33.93,15,6.3,27.630000000000006,0.0,17.73,6.3,9.9,3.0,90.0,0.5526315789473685,54.0,39.0,15.0,,,
33,8302,Sevilla FC,2009,Primera Division,25.222222222222207,24.75,11,0.0,24.75,0.0,3.1500000000000004,13.5,8.1,4.0,85.0,0.5,65.0,49.0,16.0,,58.68,-5.5555555555555545
34,8302,Sevilla FC,2010,Primera Division,22.394444444444453,15.12,15,2.25,12.87,0.0,4.95,0.0,10.17,7.0,70.0,0.4473684210526316,62.0,61.0,1.0,73.8,39.87,-17.647058823529417
35,8302,Sevilla FC,2011,Primera Division,24.44444444444445,17.099999999999998,18,1.08,14.22,1.8,6.12,9.9,1.08,9.0,60.0,0.34210526315789475,48.0,47.0,1.0,56.97,32.22,-14.285714285714285
36,8302,Sevilla FC,2012,Primera Division,24.69444444444445,12.6,15,4.95,4.5,3.15,7.65,0.0,4.95,9.0,60.0,0.3684210526315789,58.0,54.0,4.0,44.81999999999999,29.7,0.0
37,8302,Sevilla FC,2013,Primera Division,24.22142857142857,33.395,27,4.91,26.685,1.8,3.375,22.59,7.43,5.0,80.0,0.4736842105263158,69.0,52.0,17.0,63.095,45.99500000000001,33.333333333333336
38,8302,Sevilla FC,2014,Primera Division,24.720238095238088,18.855,25,2.7,13.905,2.25,8.955,0.0,9.9,5.0,80.0,0.6052631578947368,71.0,45.0,26.0,64.85,52.25,0.0
39,8302,Sevilla FC,2015,Primera Division,25.3125,40.50000000000001,23,0.0,40.50000000000001,0.0,9.9,23.4,7.2,7.0,70.0,0.3684210526315789,51.0,50.0,1.0,92.75,59.355,-12.5
40,8315,Athletic Bilbao,2008,Primera Division,24.525,2.12472,10,0.0,1.58472,0.54,0.54,1.58472,0.0,13.0,40.0,0.3157894736842105,47.0,62.0,-15.0,,,
41,8315,Athletic Bilbao,2009,Primera Division,24.61904761904761,2.115,9,0.315,1.8,0.0,2.115,0.0,0.0,8.0,65.0,0.3947368421052632,50.0,53.0,-3.0,,4.239719999999998,62.5
42,8315,Athletic Bilbao,2010,Primera Division,23.3,2.448,10,2.43,0.018000000000000002,0.0,0.0,0.018000000000000002,2.43,6.0,75.0,0.4736842105263158,59.0,55.0,4.0,6.6877200000000006,4.5630000000000015,15.384615384615385
43,8315,Athletic Bilbao,2011,Primera Division,23.9,6.75,6,6.75,0.0,0.0,0.0,0.0,6.75,10.0,55.0,0.3157894736842105,49.0,52.0,-3.0,11.313,9.198,-26.66666666666667
44,8315,Athletic Bilbao,2012,Primera Division,25.785714285714285,2.25,10,0.0,0.0,2.25,0.0,2.25,0.0,12.0,45.0,0.3157894736842105,44.0,65.0,-21.0,11.448,9.0,-18.181818181818183
45,8315,Athletic Bilbao,2013,Primera Division,24.559523809523807,13.86,13,0.0,13.86,0.0,0.45,3.6,9.81,4.0,85.0,0.5263157894736842,66.0,39.0,27.0,22.86,16.11,88.8888888888889
46,8315,Athletic Bilbao,2014,Primera Division,22.86666666666667,0.9,10,0.0,0.9,0.0,0.0,0.9,0.0,7.0,70.0,0.3947368421052632,42.0,41.0,1.0,17.009999999999998,14.76,-17.647058823529417
47,8315,Athletic Bilbao,2015,Primera Division,23.0,7.2,13,0.0,7.2,0.0,0.0,0.0,7.2,5.0,80.0,0.4736842105263158,58.0,45.0,13.0,21.96,8.1,14.285714285714285
48,8455,Chelsea FC,2008,Premier League,24.23809523809524,27.45,25,0.0,18.45,9.0,18.45,0.0,9.0,3.0,90.0,0.6578947368421053,68.0,24.0,44.0,,,
49,8455,Chelsea FC,2009,Premier League,23.08928571428571,27.01,20,8.11,18.9,0.0,0.0,6.53,20.48,1.0,100.0,0.7105263157894737,103.0,32.0,71.0,,54.46,11.111111111111109
50,8455,Chelsea FC,2010,Premier League,22.8,109.35,23,8.100000000000001,94.95,6.3,30.6,58.95,19.8,2.0,95.0,0.5526315789473685,69.0,33.0,36.0,163.80999999999997,136.36,-5.0
51,8455,Chelsea FC,2011,Premier League,23.440277777777766,88.21889447236181,24,44.478894472361816,43.74,0.0,17.02889447236181,21.87,49.32,6.0,75.0,0.4736842105263158,65.0,46.0,19.0,224.57889447236175,197.56889447236182,-21.05263157894737
52,8455,Chelsea FC,2012,Premier League,23.432900432900443,100.13889447236186,30,85.28889447236182,14.85,0.0,12.78,49.95,37.408894472361816,3.0,90.0,0.5789473684210527,75.0,39.0,36.0,297.7077889447237,188.3577889447237,20.0
53,8455,Chelsea FC,2013,Premier League,26.03072390572391,117.32,39,62.87000000000001,54.45,0.0,14.85,71.51,30.96,3.0,90.0,0.6578947368421053,71.0,27.0,44.0,305.6777889447237,217.45889447236183,0.0
54,8455,Chelsea FC,2014,Premier League,24.04862637362637,123.93,42,2.25,121.68,0.0,18.0,73.98,31.95,1.0,100.0,0.6842105263157895,73.0,32.0,41.0,341.38889447236187,241.25,11.111111111111109
55,8455,Chelsea FC,2015,Premier League,24.07857142857143,81.45000000000002,39,32.940000000000005,48.51000000000001,0.0,40.05,34.2,7.2,10.0,55.0,0.3157894736842105,59.0,53.0,6.0,322.7000000000001,205.38,-45.0
56,8456,Manchester City,2008,Premier League,24.5875,141.62,27,29.25,104.27,8.1,41.04,84.38000000000002,16.2,10.0,55.0,0.3947368421052632,58.0,50.0,8.0,,,
57,8456,Manchester City,2009,Premier League,26.76851851851852,132.57,24,7.2,125.37,0.0,41.58,78.48,12.51,5.0,80.0,0.4736842105263158,73.0,45.0,28.0,,274.19,45.45454545454545
58,8456,Manchester City,2010,Premier League,24.35734126984127,167.60136054421767,36,40.15136054421768,127.45,0.0,32.72,59.85,75.03136054421769,3.0,90.0,0.5526315789473685,60.0,33.0,27.0,441.7913605442177,300.1713605442177,12.5
59,8456,Manchester City,2011,Premier League,24.641666666666666,81.95,32,10.8,71.15,0.0,21.200000000000006,36.0,24.75,1.0,100.0,0.7368421052631579,93.0,29.0,64.0,382.1213605442177,249.5513605442177,11.111111111111109
60,8456,Manchester City,2012,Premier League,24.17857142857143,55.76,25,27.18,25.2,3.38,17.06,0.0,38.7,2.0,95.0,0.6052631578947368,66.0,34.0,32.0,305.3113605442177,137.71,-5.0
61,8456,Manchester City,2013,Premier League,26.487654320987648,104.4,19,0.0,99.9,4.5,22.5,45.9,36.0,1.0,100.0,0.7105263157894737,102.0,37.0,65.0,242.11,160.16,5.2631578947368425
62,8456,Manchester City,2014,Premier League,25.952380952380967,79.47,14,2.25,70.02,7.2,34.65,29.07,15.75,2.0,95.0,0.631578947368421,83.0,38.0,45.0,239.63,183.87,-5.0
63,8456,Manchester City,2015,Premier League,22.972222222222232,187.46599999999998,22,67.77,119.696,0.0,40.41,68.018,79.038,4.0,85.0,0.5,71.0,41.0,30.0,371.336,266.936,-10.526315789473683
64,8472,Sunderland AFC,2008,Premier League,23.699319727891154,29.799,34,0.18899999999999997,29.61,0.0,16.83,5.58,7.388999999999999,16.0,25.0,0.2368421052631579,34.0,54.0,-20.0,,,
65,8472,Sunderland AFC,2009,Premier League,24.452380952380953,41.49,23,9.99,31.5,0.0,20.880000000000006,14.31,6.3,13.0,40.0,0.2894736842105263,48.0,56.0,-8.0,,71.289,60.0
66,8472,Sunderland AFC,2010,Premier League,25.166666666666664,26.19,30,2.79,23.4,0.0,5.49,14.4,6.3,10.0,55.0,0.3157894736842105,45.0,56.0,-11.0,97.479,67.68,37.5
67,8472,Sunderland AFC,2011,Premier League,23.329705215419498,25.425000000000004,35,10.935,9.09,5.4,7.65,11.835,5.94,13.0,40.0,0.2894736842105263,45.0,46.0,-1.0,93.10500000000002,51.61500000000001,-27.272727272727273
68,8472,Sunderland AFC,2012,Premier League,25.36666666666667,34.47,26,4.23,30.24,0.0,0.0,30.24,4.23,17.0,20.0,0.2368421052631579,41.0,54.0,-13.0,86.08500000000002,59.895,-50.0
69,8472,Sunderland AFC,2013,Premier League,23.95816326530613,31.20930645161291,37,6.584306451612903,24.625,0.0,2.295,18.874306451612906,10.04,14.0,35.0,0.2631578947368421,41.0,60.0,-19.0,91.10430645161293,65.6793064516129,75.0
70,8472,Sunderland AFC,2014,Premier League,25.6375,20.35,21,0.0,17.2,3.15,1.71,5.949999999999998,12.69,16.0,25.0,0.18421052631578946,31.0,53.0,-22.0,86.02930645161291,51.559306451612905,-28.57142857142857
71,8472,Sunderland AFC,2015,Premier League,26.468253968253972,59.45,28,0.0,58.19,1.26,17.33,21.15,20.97,17.0,20.0,0.2368421052631579,48.0,62.0,-14.0,111.00930645161293,79.80000000000003,-20.0
72,8535,ACF Fiorentina,2008,Serie A,24.119047619047624,42.93,25,7.2,35.37,0.36,15.48,19.8,7.65,5.0,80.0,0.5526315789473685,53.0,38.0,15.0,,,
73,8535,ACF Fiorentina,2009,Serie A,25.574074074074076,35.427559139784954,32,20.30755913978495,9.9,5.22,10.17,8.108779569892473,17.148779569892472,11.0,50.0,0.34210526315789475,48.0,47.0,1.0,,78.35755913978495,-37.5
74,8535,ACF Fiorentina,2010,Serie A,23.37261904761905,20.92877956989248,27,3.558779569892473,15.12,2.25,11.478779569892476,3.6,5.85,9.0,60.0,0.3157894736842105,49.0,44.0,5.0,99.28633870967742,56.35633870967743,20.0
75,8535,ACF Fiorentina,2011,Serie A,23.98588435374149,20.05576202603283,35,3.5817795698924733,14.493982456140351,1.98,4.656779569892473,4.508982456140349,10.890000000000002,13.0,40.0,0.29411764705882354,32.0,38.0,-6.0,76.41210073571025,40.98454159592532,-33.333333333333336
76,8535,ACF Fiorentina,2012,Serie A,26.56944444444445,37.251999999999995,37,5.85,29.941999999999997,1.46,10.15,10.62,16.482,4.0,85.0,0.5526315789473685,72.0,44.0,28.0,78.23654159592529,57.30776202603282,112.5
77,8535,ACF Fiorentina,2013,Serie A,26.18611111111111,47.96999999999999,32,6.3,40.05,1.62,0.0,45.71999999999999,2.25,4.0,85.0,0.5,65.0,44.0,21.0,105.27776202603279,85.22199999999998,0.0
78,8535,ACF Fiorentina,2014,Serie A,25.43134920634921,9.007559139784943,38,1.717559139784946,4.95,2.34,3.24,0.408779569892473,5.358779569892473,4.0,85.0,0.4736842105263158,61.0,46.0,15.0,94.22955913978493,56.97755913978494,0.0
79,8535,ACF Fiorentina,2015,Serie A,24.343537414965983,31.41,43,7.4700000000000015,23.49,0.45,4.5,9.81,17.099999999999998,5.0,80.0,0.4736842105263158,60.0,42.0,18.0,88.38755913978494,40.417559139784935,-5.882352941176472
80,8543,SS Lazio,2008,Serie A,25.32962962962964,23.139367816091948,25,8.280000000000001,13.059367816091955,1.8,16.389367816091955,4.23,2.52,10.0,55.0,0.3947368421052632,46.0,55.0,-9.0,,,
81,8543,SS Lazio,2009,Serie A,25.81296296296297,28.08,31,18.18,7.200000000000001,2.7,3.51,18.675,5.8950000000000005,12.0,45.0,0.2894736842105263,39.0,43.0,-4.0,,51.21936781609194,-18.181818181818183
82,8543,SS Lazio,2010,Serie A,24.875,26.550000000000004,20,0.0,26.550000000000004,0.0,2.25,10.35,13.95,5.0,80.0,0.5263157894736842,55.0,39.0,16.0,77.76936781609196,54.63,77.77777777777777
83,8543,SS Lazio,2011,Serie A,25.66875,21.63164672765658,27,0.5222789115646258,21.109367816091954,0.0,10.791646727656579,7.91,2.93,5.0,80.0,0.4722222222222222,53.0,43.0,10.0,76.26164672765657,48.18164672765658,0.0
84,8543,SS Lazio,2012,Serie A,25.215773809523807,2.421557823129252,28,1.0715578231292515,1.35,0.0,1.8722789115646261,0.0,0.5492789115646258,7.0,70.0,0.4736842105263158,51.0,42.0,9.0,50.603204550785826,24.05320455078583,-12.5
85,8543,SS Lazio,2013,Serie A,25.42083333333333,24.642278911564627,27,9.342278911564627,15.3,0.0,0.36,16.722278911564626,7.56,9.0,60.0,0.3947368421052632,54.0,54.0,0.0,48.695483462350474,27.06383673469388,-14.285714285714285
86,8543,SS Lazio,2014,Serie A,25.302759740259727,11.997278911564624,35,6.822278911564625,5.175,0.0,7.425,0.0,4.5722789115646245,3.0,90.0,0.5405405405405406,67.0,36.0,31.0,39.0611156462585,36.63955782312925,50.0
87,8543,SS Lazio,2015,Serie A,25.260582010582013,31.82,34,19.35,3.02,9.45,12.92,2.7,16.2,8.0,65.0,0.3947368421052632,52.0,52.0,0.0,68.45955782312926,43.817278911564635,-27.777777777777782
88,8558,RCD Espanyol Barcelona,2008,Primera Division,25.095238095238088,13.163823529411767,11,1.62,11.25,0.2938235294117648,6.6838235294117645,3.33,3.15,10.0,55.0,0.3157894736842105,46.0,49.0,-3.0,,,
89,8558,RCD Espanyol Barcelona,2009,Primera Division,23.285714285714285,5.4285000000000005,18,4.9785,0.45,0.0,4.0785,1.35,0.0,11.0,50.0,0.2894736842105263,29.0,46.0,-17.0,,18.592323529411768,-9.090909090909092
90,8558,RCD Espanyol Barcelona,2010,Primera Division,23.69523809523809,10.125,16,1.8,8.325,0.0,1.8,5.76,2.565,8.0,65.0,0.3947368421052632,46.0,55.0,-9.0,28.717323529411765,15.5535,30.0
91,8558,RCD Espanyol Barcelona,2011,Primera Division,25.6984126984127,5.85,20,0.9,4.95,0.0,2.25,0.9,2.7,14.0,35.0,0.3157894736842105,46.0,56.0,-10.0,21.4035,15.975,-46.153846153846146
92,8558,RCD Espanyol Barcelona,2012,Primera Division,25.83333333333333,1.3341172839506172,14,0.4785,0.5406172839506173,0.315,0.315,0.5406172839506173,0.4785,13.0,40.0,0.2894736842105263,43.0,52.0,-9.0,17.309117283950616,7.184117283950616,14.285714285714285
93,8558,RCD Espanyol Barcelona,2013,Primera Division,22.555555555555557,1.2156172839506172,15,0.45,0.7656172839506172,0.0,0.7656172839506172,0.0,0.45,13.0,40.0,0.2894736842105263,41.0,51.0,-10.0,8.399734567901234,2.5497345679012344,0.0
94,8558,RCD Espanyol Barcelona,2014,Primera Division,24.555555555555554,2.5206172839506173,15,0.0,2.5206172839506173,0.0,1.5306172839506171,0.99,0.0,10.0,55.0,0.34210526315789475,47.0,51.0,-4.0,5.070351851851852,3.7362345679012345,37.5
95,8558,RCD Espanyol Barcelona,2015,Primera Division,24.80625,3.380617283950617,25,0.0,3.380617283950617,0.0,1.04,2.3406172839506167,0.0,14.0,35.0,0.3157894736842105,40.0,74.0,-34.0,7.1168518518518535,5.901234567901232,-36.36363636363637
96,8564,AC Milan,2008,Serie A,25.58333333333333,61.48,34,8.55,43.48,9.45,27.81,10.13,23.54,2.0,95.0,0.5789473684210527,70.0,35.0,35.0,,,
97,8564,AC Milan,2009,Serie A,25.298809523809535,19.89,25,6.03,13.86,0.0,2.88,14.76,2.25,3.0,90.0,0.5263157894736842,60.0,39.0,21.0,,81.37,-5.2631578947368425
98,8564,AC Milan,2010,Serie A,25.39305555555556,42.67265901517956,43,13.94076712328767,28.08,0.6518918918918918,8.301891891891891,29.75,4.620767123287672,1.0,100.0,0.631578947368421,65.0,24.0,41.0,124.04265901517955,62.562659015179555,11.111111111111109
99,8564,AC Milan,2011,Serie A,24.697222222222226,53.337301369863006,48,19.54230136986301,33.79500000000001,0.0,3.645,46.371534246575344,3.320767123287671,2.0,95.0,0.6216216216216216,72.0,33.0,39.0,115.89996038504258,96.00996038504258,-5.0
100,8564,AC Milan,2012,Serie A,24.236621315192746,51.30765901517957,45,25.095767123287672,25.56,0.6518918918918918,8.782659015179563,32.175,10.35,3.0,90.0,0.5526315789473685,67.0,39.0,28.0,147.31761940022213,104.64496038504257,-5.2631578947368425
101,8564,AC Milan,2013,Serie A,25.499826388888888,31.980767123287677,49,6.690767123287673,25.290000000000006,0.0,8.46,10.470767123287672,13.05,8.0,65.0,0.42105263157894735,57.0,49.0,8.0,136.62572750833024,83.28842613846723,-27.777777777777782
102,8564,AC Milan,2014,Serie A,25.118204365079364,19.11576712328767,61,2.640767123287671,13.775,2.7,7.025,4.890767123287672,7.2,10.0,55.0,0.34210526315789475,56.0,50.0,6.0,102.40419326175491,51.09653424657535,-15.384615384615385
103,8564,AC Milan,2015,Serie A,24.75565025252525,83.68097202797203,51,22.923,60.75797202797203,0.0,26.55,34.605000000000004,22.52597202797203,7.0,70.0,0.3947368421052632,49.0,43.0,6.0,134.77750627454736,102.79673915125973,27.272727272727273
104,8586,Tottenham Hotspur,2008,Premier League,24.542857142857148,128.20999999999998,38,38.48,89.72999999999998,0.0,23.36,50.85,54.0,8.0,65.0,0.3684210526315789,45.0,45.0,0.0,,,
105,8586,Tottenham Hotspur,2009,Premier League,25.18231074481075,36.27,37,10.62,25.65,0.0,24.3,9.45,2.52,4.0,85.0,0.5526315789473685,67.0,41.0,26.0,,164.48,30.76923076923077
106,8586,Tottenham Hotspur,2010,Premier League,24.19539627039627,23.94,45,9.0,14.31,0.63,2.25,3.24,18.45,5.0,80.0,0.42105263157894735,55.0,46.0,9.0,188.42,60.21000000000001,-5.882352941176472
107,8586,Tottenham Hotspur,2011,Premier League,26.015652557319225,8.51,40,0.9,2.03,5.58,0.0,2.93,5.58,4.0,85.0,0.5263157894736842,66.0,41.0,25.0,68.72,32.45,6.25
108,8586,Tottenham Hotspur,2012,Premier League,23.418055555555554,67.07600000000001,33,14.876,52.2,0.0,26.886,12.51,27.68,5.0,80.0,0.5526315789473685,66.0,46.0,20.0,99.52600000000001,75.58600000000001,-5.882352941176472
109,8586,Tottenham Hotspur,2013,Premier League,23.84761904761905,109.69,29,39.15,70.53999999999998,0.0,8.55,61.34,39.8,6.0,75.0,0.5526315789473685,55.0,51.0,4.0,185.276,176.76600000000005,-6.25
110,8586,Tottenham Hotspur,2014,Premier League,23.59591836734694,43.63,22,24.2,14.31,5.12,33.16,0.0,10.47,5.0,80.0,0.5,58.0,53.0,5.0,220.396,153.32,6.666666666666668
111,8586,Tottenham Hotspur,2015,Premier League,22.41666666666667,63.90000000000001,11,18.09,45.81,0.0,24.21,39.69,0.0,3.0,90.0,0.5,69.0,35.0,34.0,217.22000000000003,107.53000000000002,12.5
112,8592,Olympique Marseille,2008,Ligue 1,25.322916666666664,34.67194520547945,24,11.34,18.831945205479453,4.5,9.831945205479453,14.04,10.8,2.0,95.0,0.5789473684210527,67.0,35.0,32.0,,,
113,8592,Olympique Marseille,2009,Ligue 1,25.94444444444445,38.07,25,0.18,27.9,9.989999999999998,7.919999999999999,0.0,30.15,1.0,100.0,0.6052631578947368,69.0,36.0,33.0,,72.74194520547945,5.2631578947368425
114,8592,Olympique Marseille,2010,Ligue 1,22.614285714285717,37.35,16,5.4,31.950000000000006,0.0,9.0,28.35,0.0,2.0,95.0,0.4736842105263158,62.0,39.0,23.0,110.09194520547943,75.42,-5.0
115,8592,Olympique Marseille,2011,Ligue 1,25.66666666666667,9.9,15,3.15,6.75,0.0,5.4,0.0,4.5,10.0,55.0,0.3157894736842105,45.0,41.0,4.0,85.32,47.25,-42.10526315789474
