,club_api_id,club_name,year,league_name,total_spent,nTransfers,league_position,position_value
445,10267,Valencia CF,2013,Primera Division,20.227999999999998,15,8.0,12.0
446,10267,Valencia CF,2014,Primera Division,47.97,23,4.0,16.0
447,10267,Valencia CF,2015,Primera Division,129.51,20,11.0,9.0
448,8721,VfL Wolfsburg,2008,1 Bundesliga,29.79,19,1.0,17.0
449,8721,VfL Wolfsburg,2009,1 Bundesliga,24.57,14,8.0,10.0
450,8721,VfL Wolfsburg,2010,1 Bundesliga,50.535,18,15.0,3.0
451,8721,VfL Wolfsburg,2011,1 Bundesliga,43.92000000000001,28,8.0,10.0
452,8721,VfL Wolfsburg,2012,1 Bundesliga,24.39,20,11.0,7.0
453,8721,VfL Wolfsburg,2013,1 Bundesliga,45.540000000000006,28,5.0,13.0
454,8721,VfL Wolfsburg,2014,1 Bundesliga,40.545,15,2.0,16.0
455,8721,VfL Wolfsburg,2015,1 Bundesliga,61.29,13,8.0,10.0
456,8277,Vitesse Arnhem,2008,Eredivisie,1.0697083333333333,18,10.0,8.0
457,8277,Vitesse Arnhem,2009,Eredivisie,0.2830627637130802,16,14.0,4.0
458,8277,Vitesse Arnhem,2010,Eredivisie,5.304854166666667,21,15.0,3.0
459,8277,Vitesse Arnhem,2011,Eredivisie,2.916792457805907,21,7.0,11.0
460,8277,Vitesse Arnhem,2012,Eredivisie,2.295,8,4.0,14.0
461,8277,Vitesse Arnhem,2013,Eredivisie,0.19820859704641353,17,6.0,12.0
462,8277,Vitesse Arnhem,2014,Eredivisie,0.45,11,5.0,13.0
463,8277,Vitesse Arnhem,2015,Eredivisie,1.3050000000000002,15,9.0,9.0
464,7844,Vitória Guimarães SC,2008,Liga Nos,0.7334308598028478,14,8.0,8.0
465,7844,Vitória Guimarães SC,2009,Liga Nos,0.6469971248630888,21,6.0,10.0
466,7844,Vitória Guimarães SC,2010,Liga Nos,1.3471542990142389,36,5.0,11.0
467,7844,Vitória Guimarães SC,2011,Liga Nos,1.2497263143483022,28,6.0,10.0
468,7844,Vitória Guimarães SC,2012,Liga Nos,0.035783132530120484,20,9.0,7.0
469,7844,Vitória Guimarães SC,2013,Liga Nos,0.5750785870755751,16,10.0,6.0
470,7844,Vitória Guimarães SC,2014,Liga Nos,0.08929545454545457,19,5.0,13.0
471,7844,Vitória Guimarães SC,2015,Liga Nos,2.025,20,10.0,8.0
472,10238,Vitória Setúbal FC,2008,Liga Nos,0.0,21,14.0,2.0
473,10238,Vitória Setúbal FC,2009,Liga Nos,0.5694545454545453,37,14.0,2.0
474,10238,Vitória Setúbal FC,2010,Liga Nos,0.01472727272727273,31,12.0,4.0
475,10238,Vitória Setúbal FC,2011,Liga Nos,0.0,24,11.0,5.0
476,10238,Vitória Setúbal FC,2012,Liga Nos,0.01472727272727273,20,12.0,4.0
477,10238,Vitória Setúbal FC,2013,Liga Nos,0.02454545454545455,28,7.0,9.0
478,10238,Vitória Setúbal FC,2014,Liga Nos,0.00490909090909091,28,15.0,3.0
479,10238,Vitória Setúbal FC,2015,Liga Nos,0.00981818181818182,31,16.0,2.0
